brakingPressure, currentGear, distanceCounter, electronicStabilityProgram, engineSpeed, fuelConsumption, gearSelection, lapDistance, laptime, lateralAcceleration, longitudinalAcceleration, longitudinalSlipRR, longitudinalSlipRL, longitudinalSlipFR, longitudinalSlipFL, pedalForce, sectorDistance, sectorTime, speed, steeringWheelAngle, timestamp, tirePressureFR, tirePressureFL, tirePressureRR, tirePressureRL, tripDistance, wpoCharismaDamper, wpoCharismaMotor, wpoCharismaTransmission, wpoOversteer, wpoUndersteer, latitude, longitude, yawVelocity
0.0, 4, 64.000, , 5689, 0.0, , 76.8, 1919, 0.482, -0.507, 0.0, 0.0, 0.0, 0.0, 0.92, , , 40.000, 16.07, 1780000001600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562625593, -79.200849135, 0.0
0.0, 4, 68.000, , 5753, 0.0, , 80.8, 2019, 0.434, -0.526, 0.0, 0.0, 0.0, 0.0, 0.94, , , 40.000, 14.45, 1780000001700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562616201, -79.200892337, 0.0
0.0, 4, 72.000, , 5810, 0.0, , 84.8, 2119, 0.383, -0.543, 0.0, 0.0, 0.0, 0.0, 0.95, , , 40.000, 12.77, 1780000001800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562606345, -79.200935380, 0.0
0.0, 4, 76.000, , 5860, 0.0, , 88.8, 2219, 0.331, -0.558, 0.0, 0.0, 0.0, 0.0, 0.96, , , 40.000, 11.04, 1780000001900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562596025, -79.200978257, 0.0
0.0, 4, 80.000, , 5902, 0.0, , 92.8, 2319, 0.278, -0.571, 0.0, 0.0, 0.0, 0.0, 0.98, , , 40.000, 9.27, 1780000002000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562585244, -79.201020959, 0.0
0.0, 4, 84.000, , 5937, 0.0, , 96.8, 2419, 0.224, -0.581, 0.0, 0.0, 0.0, 0.0, 0.98, , , 40.000, 7.46, 1780000002100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562574003, -79.201063481, 0.0
0.0, 4, 88.000, , 5965, 0.0, , 100.8, 2519, 0.169, -0.589, 0.0, 0.0, 0.0, 0.0, 0.99, , , 40.000, 5.62, 1780000002200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562562305, -79.201105813, 0.0
0.0, 4, 92.000, , 5984, 0.0, , 104.8, 2619, 0.113, -0.595, 0.0, 0.0, 0.0, 0.0, 1.00, , , 40.000, 3.76, 1780000002300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562550151, -79.201147948, 0.0
0.0, 4, 96.000, , 5996, 0.0, , 108.8, 2719, 0.057, -0.599, 0.0, 0.0, 0.0, 0.0, 1.00, , , 40.000, 1.88, 1780000002400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562537543, -79.201189880, 0.0
0.0, 4, 100.000, , 6000, 0.0, , 112.8, 2819, 0.000, -0.600, 0.0, 0.0, 0.0, 0.0, 1.00, , , 40.000, 0.00, 1780000002500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562524485, -79.201231600, 0.0
0.0, 4, 104.000, , 5996, 0.0, , 116.8, 2919, -0.057, -0.599, 0.0, 0.0, 0.0, 0.0, 1.00, , , 40.000, -1.88, 1780000002600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562510978, -79.201273101, 0.0
0.0, 4, 108.000, , 5984, 0.0, , 120.8, 3019, -0.113, -0.595, 0.0, 0.0, 0.0, 0.0, 1.00, , , 40.000, -3.76, 1780000002700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562497024, -79.201314376, 0.0
0.0, 4, 112.000, , 5965, 0.0, , 124.8, 3119, -0.169, -0.589, 0.0, 0.0, 0.0, 0.0, 0.99, , , 40.000, -5.62, 1780000002800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562482626, -79.201355417, 0.0
0.0, 4, 116.000, , 5937, 0.0, , 128.8, 3219, -0.224, -0.581, 0.0, 0.0, 0.0, 0.0, 0.98, , , 40.000, -7.46, 1780000002900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562467787, -79.201396217, 0.0
0.0, 4, 120.000, , 5902, 0.0, , 132.8, 3319, -0.278, -0.571, 0.0, 0.0, 0.0, 0.0, 0.98, , , 40.000, -9.27, 1780000003000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562452510, -79.201436769, 0.0
0.0, 4, 124.000, , 5860, 0.0, , 136.8, 3419, -0.331, -0.558, 0.0, 0.0, 0.0, 0.0, 0.96, , , 40.000, -11.04, 1780000003100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562436796, -79.201477065, 0.0
0.0, 4, 128.000, , 5810, 0.0, , 140.8, 3519, -0.383, -0.543, 0.0, 0.0, 0.0, 0.0, 0.95, , , 40.000, -12.77, 1780000003200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562420649, -79.201517099, 0.0
0.0, 4, 132.000, , 5753, 0.0, , 144.8, 3619, -0.434, -0.526, 0.0, 0.0, 0.0, 0.0, 0.94, , , 40.000, -14.45, 1780000003300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562404072, -79.201556863, 0.0
0.0, 4, 136.000, , 5689, 0.0, , 148.8, 3719, -0.482, -0.507, 0.0, 0.0, 0.0, 0.0, 0.92, , , 40.000, -16.07, 1780000003400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562387068, -79.201596350, 0.0
0.0, 4, 140.000, , 5618, 0.0, , 152.8, 3819, -0.529, -0.485, 0.0, 0.0, 0.0, 0.0, 0.90, , , 40.000, -17.63, 1780000003500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562369639, -79.201635554, 0.0
0.0, 4, 144.000, , 5541, 0.0, , 156.8, 3919, -0.574, -0.462, 0.0, 0.0, 0.0, 0.0, 0.89, , , 40.000, -19.12, 1780000003600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562351789, -79.201674467, 0.0
0.0, 4, 148.000, , 5458, 0.0, , 160.8, 4019, -0.616, -0.437, 0.0, 0.0, 0.0, 0.0, 0.86, , , 40.000, -20.54, 1780000003700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562333521, -79.201713082, 0.0
0.0, 4, 152.000, , 5369, 0.0, , 164.8, 4119, -0.656, -0.411, 0.0, 0.0, 0.0, 0.0, 0.84, , , 40.000, -21.87, 1780000003800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562314838, -79.201751393, 0.0
0.0, 4, 156.000, , 5275, 0.0, , 168.8, 4219, -0.693, -0.382, 0.0, 0.0, 0.0, 0.0, 0.82, , , 40.000, -23.12, 1780000003900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562295743, -79.201789392, 0.0
0.0, 4, 160.000, , 5176, 0.0, , 172.8, 4319, -0.728, -0.353, 0.0, 0.0, 0.0, 0.0, 0.79, , , 40.000, -24.27, 1780000004000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562276240, -79.201827073, 0.0
0.0, 4, 164.000, , 5072, 0.0, , 176.8, 4419, -0.760, -0.321, 0.0, 0.0, 0.0, 0.0, 0.77, , , 40.000, -25.33, 1780000004100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562256333, -79.201864429, 0.0
0.0, 4, 168.000, , 4964, 0.0, , 180.8, 4519, -0.789, -0.289, 0.0, 0.0, 0.0, 0.0, 0.74, , , 40.000, -26.29, 1780000004200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562236024, -79.201901454, 0.0
0.0, 4, 172.000, , 4852, 0.0, , 184.8, 4619, -0.814, -0.255, 0.0, 0.0, 0.0, 0.0, 0.71, , , 40.000, -27.14, 1780000004300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562215318, -79.201938141, 0.0
0.0, 4, 176.000, , 4736, 0.0, , 188.8, 4719, -0.837, -0.221, 0.0, 0.0, 0.0, 0.0, 0.68, , , 40.000, -27.89, 1780000004400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562194219, -79.201974484, 0.0
0.0, 4, 180.000, , 4618, 0.0, , 192.8, 4819, -0.856, -0.185, 0.0, 0.0, 0.0, 0.0, 0.65, , , 40.000, -28.53, 1780000004500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562172729, -79.202010475, 0.0
0.0, 4, 184.000, , 4497, 0.0, , 196.8, 4919, -0.872, -0.149, 0.0, 0.0, 0.0, 0.0, 0.62, , , 40.000, -29.06, 1780000004600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562150853, -79.202046109, 0.0
0.0, 4, 188.000, , 4375, 0.0, , 200.8, 5019, -0.884, -0.112, 0.0, 0.0, 0.0, 0.0, 0.59, , , 40.000, -29.47, 1780000004700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562128594, -79.202081379, 0.0
0.0, 4, 192.000, , 4251, 0.0, , 204.8, 5119, -0.893, -0.075, 0.0, 0.0, 0.0, 0.0, 0.56, , , 40.000, -29.76, 1780000004800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562105957, -79.202116279, 0.0
0.0, 4, 196.000, , 4126, 0.0, , 208.8, 5219, -0.898, -0.038, 0.0, 0.0, 0.0, 0.0, 0.53, , , 40.000, -29.94, 1780000004900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562082946, -79.202150803, 0.0
0.0, 3, 200.000, , 4000, 0.0, , 212.8, 5319, -0.900, 0.000, 0.0, 0.0, 0.0, 0.0, 0.50, , , 40.000, -30.00, 1780000005000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562059564, -79.202184944, 0.0
2.5, 3, 204.000, , 3874, 0.0, , 216.8, 5419, -0.898, 0.038, 0.0, 0.0, 0.0, 0.0, 0.47, , , 40.000, -29.94, 1780000005100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562035816, -79.202218698, 0.0
5.0, 3, 208.000, , 3749, 0.0, , 220.8, 5519, -0.893, 0.075, 0.0, 0.0, 0.0, 0.0, 0.44, , , 40.000, -29.76, 1780000005200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.562011707, -79.202252056, 0.0
7.5, 3, 212.000, , 3625, 0.0, , 224.8, 5619, -0.884, 0.112, 0.0, 0.0, 0.0, 0.0, 0.41, , , 40.000, -29.47, 1780000005300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561987239, -79.202285015, 0.0
9.9, 3, 216.000, , 3503, 0.0, , 228.8, 5719, -0.872, 0.149, 0.0, 0.0, 0.0, 0.0, 0.38, , , 40.000, -29.06, 1780000005400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561962419, -79.202317567, 0.0
12.4, 3, 220.000, , 3382, 0.0, , 232.8, 5819, -0.856, 0.185, 0.0, 0.0, 0.0, 0.0, 0.35, , , 40.000, -28.53, 1780000005500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561937249, -79.202349707, 0.0
14.7, 3, 224.000, , 3264, 0.0, , 236.8, 5919, -0.837, 0.221, 0.0, 0.0, 0.0, 0.0, 0.32, , , 40.000, -27.89, 1780000005600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561911735, -79.202381429, 0.0
17.0, 3, 228.000, , 3148, 0.0, , 240.8, 6019, -0.814, 0.255, 0.0, 0.0, 0.0, 0.0, 0.29, , , 40.000, -27.14, 1780000005700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561885882, -79.202412728, 0.0
19.3, 3, 232.000, , 3036, 0.0, , 244.8, 6119, -0.789, 0.289, 0.0, 0.0, 0.0, 0.0, 0.26, , , 40.000, -26.29, 1780000005800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561859693, -79.202443598, 0.0
21.4, 3, 236.000, , 2928, 0.0, , 248.8, 6219, -0.760, 0.321, 0.0, 0.0, 0.0, 0.0, 0.23, , , 40.000, -25.33, 1780000005900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561833173, -79.202474034, 0.0
23.5, 3, 240.000, , 2824, 0.0, , 252.8, 6319, -0.728, 0.353, 0.0, 0.0, 0.0, 0.0, 0.21, , , 40.000, -24.27, 1780000006000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561806328, -79.202504030, 0.0
25.5, 3, 244.000, , 2725, 0.0, , 256.8, 6419, -0.693, 0.382, 0.0, 0.0, 0.0, 0.0, 0.18, , , 40.000, -23.12, 1780000006100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561779161, -79.202533581, 0.0
27.4, 3, 248.000, , 2631, 0.0, , 260.8, 6519, -0.656, 0.411, 0.0, 0.0, 0.0, 0.0, 0.16, , , 40.000, -21.87, 1780000006200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561751678, -79.202562681, 0.0
29.2, 3, 252.000, , 2542, 0.0, , 264.8, 6619, -0.616, 0.437, 0.0, 0.0, 0.0, 0.0, 0.14, , , 40.000, -20.54, 1780000006300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561723884, -79.202591326, 0.0
30.8, 3, 256.000, , 2459, 0.0, , 268.8, 6719, -0.574, 0.462, 0.0, 0.0, 0.0, 0.0, 0.11, , , 40.000, -19.12, 1780000006400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561695783, -79.202619510, 0.0
32.4, 3, 260.000, , 2382, 0.0, , 272.8, 6819, -0.529, 0.485, 0.0, 0.0, 0.0, 0.0, 0.10, , , 40.000, -17.63, 1780000006500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561667381, -79.202647228, 0.0
33.8, 3, 264.000, , 2311, 0.0, , 276.8, 6919, -0.482, 0.507, 0.0, 0.0, 0.0, 0.0, 0.08, , , 40.000, -16.07, 1780000006600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561638682, -79.202674476, 0.0
35.1, 3, 268.000, , 2247, 0.0, , 280.8, 7019, -0.434, 0.526, 0.0, 0.0, 0.0, 0.0, 0.06, , , 40.000, -14.45, 1780000006700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561609692, -79.202701248, 0.0
36.2, 3, 272.000, , 2190, 0.0, , 284.8, 7119, -0.383, 0.543, 0.0, 0.0, 0.0, 0.0, 0.05, , , 40.000, -12.77, 1780000006800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561580416, -79.202727540, 0.0
37.2, 3, 276.000, , 2140, 0.0, , 288.8, 7219, -0.331, 0.558, 0.0, 0.0, 0.0, 0.0, 0.04, , , 40.000, -11.04, 1780000006900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561550859, -79.202753347, 0.0
38.0, 3, 280.000, , 2098, 0.0, , 292.8, 7319, -0.278, 0.571, 0.0, 0.0, 0.0, 0.0, 0.02, , , 40.000, -9.27, 1780000007000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561521026, -79.202778665, 0.0
38.7, 3, 284.000, , 2063, 0.0, , 296.8, 7419, -0.224, 0.581, 0.0, 0.0, 0.0, 0.0, 0.02, , , 40.000, -7.46, 1780000007100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561490923, -79.202803489, 0.0
39.3, 3, 288.000, , 2035, 0.0, , 300.8, 7519, -0.169, 0.589, 0.0, 0.0, 0.0, 0.0, 0.01, , , 40.000, -5.62, 1780000007200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561460555, -79.202827814, 0.0
39.7, 3, 292.000, , 2016, 0.0, , 304.8, 7619, -0.113, 0.595, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, -3.76, 1780000007300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561429927, -79.202851637, 0.0
39.9, 3, 296.000, , 2004, 0.0, , 308.8, 7719, -0.057, 0.599, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, -1.88, 1780000007400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561399045, -79.202874953, 0.0
40.0, 3, 300.000, , 2000, 0.0, , 312.8, 7819, 0.000, 0.600, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, 0.00, 1780000007500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561367914, -79.202897757, 0.0
39.9, 3, 304.000, , 2004, 0.0, , 316.8, 7919, 0.057, 0.599, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, 1.88, 1780000007600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561336540, -79.202920047, 0.0
39.7, 3, 308.000, , 2016, 0.0, , 320.8, 8019, 0.113, 0.595, 0.0, 0.0, 0.0, 0.0, 0.00, , , 40.000, 3.76, 1780000007700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561304928, -79.202941817, 0.0
39.3, 3, 312.000, , 2035, 0.0, , 324.8, 8119, 0.169, 0.589, 0.0, 0.0, 0.0, 0.0, 0.01, , , 40.000, 5.62, 1780000007800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561273085, -79.202963064, 0.0
38.7, 3, 316.000, , 2063, 0.0, , 328.8, 8219, 0.224, 0.581, 0.0, 0.0, 0.0, 0.0, 0.02, , , 40.000, 7.46, 1780000007900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561241015, -79.202983785, 0.0
38.0, 3, 320.000, , 2098, 0.0, , 332.8, 8319, 0.278, 0.571, 0.0, 0.0, 0.0, 0.0, 0.02, , , 40.000, 9.27, 1780000008000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561208724, -79.203003975, 0.0
37.2, 3, 324.000, , 2140, 0.0, , 336.8, 8419, 0.331, 0.558, 0.0, 0.0, 0.0, 0.0, 0.04, , , 40.000, 11.04, 1780000008100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561176219, -79.203023631, 0.0
36.2, 3, 328.000, , 2190, 0.0, , 340.8, 8519, 0.383, 0.543, 0.0, 0.0, 0.0, 0.0, 0.05, , , 40.000, 12.77, 1780000008200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561143504, -79.203042750, 0.0
35.1, 3, 332.000, , 2247, 0.0, , 344.8, 8619, 0.434, 0.526, 0.0, 0.0, 0.0, 0.0, 0.06, , , 40.000, 14.45, 1780000008300, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561110587, -79.203061327, 0.0
33.8, 3, 336.000, , 2311, 0.0, , 348.8, 8719, 0.482, 0.507, 0.0, 0.0, 0.0, 0.0, 0.08, , , 40.000, 16.07, 1780000008400, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561077471, -79.203079361, 0.0
32.4, 3, 340.000, , 2382, 0.0, , 352.8, 8819, 0.529, 0.485, 0.0, 0.0, 0.0, 0.0, 0.10, , , 40.000, 17.63, 1780000008500, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561044165, -79.203096847, 0.0
30.8, 3, 344.000, , 2459, 0.0, , 356.8, 8919, 0.574, 0.462, 0.0, 0.0, 0.0, 0.0, 0.11, , , 40.000, 19.12, 1780000008600, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.561010672, -79.203113782, 0.0
29.2, 3, 348.000, , 2542, 0.0, , 360.8, 9019, 0.616, 0.437, 0.0, 0.0, 0.0, 0.0, 0.14, , , 40.000, 20.54, 1780000008700, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560977000, -79.203130164, 0.0
27.4, 3, 352.000, , 2631, 0.0, , 364.8, 9119, 0.656, 0.411, 0.0, 0.0, 0.0, 0.0, 0.16, , , 40.000, 21.87, 1780000008800, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560943154, -79.203145990, 0.0
25.5, 3, 356.000, , 2725, 0.0, , 368.8, 9219, 0.693, 0.382, 0.0, 0.0, 0.0, 0.0, 0.18, , , 40.000, 23.12, 1780000008900, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560909141, -79.203161256, 0.0
23.5, 3, 360.000, , 2824, 0.0, , 372.8, 9319, 0.728, 0.353, 0.0, 0.0, 0.0, 0.0, 0.21, , , 40.000, 24.27, 1780000009000, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560874966, -79.203175960, 0.0
21.4, 3, 364.000, , 2928, 0.0, , 376.8, 9419, 0.760, 0.321, 0.0, 0.0, 0.0, 0.0, 0.23, , , 40.000, 25.33, 1780000009100, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560840635, -79.203190099, 0.0
19.3, 3, 368.000, , 3036, 0.0, , 380.8, 9519, 0.789, 0.289, 0.0, 0.0, 0.0, 0.0, 0.26, , , 40.000, 26.29, 1780000009200, 3276.8, 2.1, 3276.8, 3276.8, 0, , , , 0.0, 0.0, 36.560806155, -79.203203672, 0.0
